key,iata_code,name,city,country,latitude,longitude,altitude,timezone_offset,dst
03N,UTK,Utirik Airport,Utirik Island,Marshall Islands,11.222,169.852,4,12,U
07FA,OCA,Key Largo,Ocean Reef Club Airport,United States,25.325393,-80.274775,8,-5,A
3N0,NDK,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,5.63167,168.125,15,12,U
5A8,WKK,Aleknagik Airport,Aleknagik,United States,59.2826,-158.618,66,-9,A
AGAF,AFT,Afutara Airport,Afutara,Solomon Islands,-9.183056,160.949722,5,11,U
AGAR,RNA,Ulawa Airport,Ulawa,Solomon Islands,-9.854722,161.979167,5,11,U
AGAT,ATD,Uru Harbour Airport,Atoifi,Solomon Islands,-8.87333,161.011,0,11,U
AGBT,BPF,Batuna Airport,Batuna,Solomon Islands,-8.63,158,5,11,U
AGGA,AKS,Auki Airport,Auki,Solomon Islands,-8.70257,160.682,5,11,U
AGGC,CHY,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,-6.711944,156.396111,5,11,U
AGGE,BAS,Ballalae Airport,Ballalae,Solomon Islands,-6.967,155.883,5,11,U
AGGF,FRE,Fera/Maringe Airport,Fera Island,Solomon Islands,-8.1075,159.577,0,11,U
AGGH,HIR,Honiara International,Honiara,Solomon Islands,-9.428,160.054789,28,11,U
AGGI,MBU,Babanakira Airport,Mbambanakira,Solomon Islands,-9.7475,159.839,0,11,U
AGGK,IRA,Ngorangora Airport,Kirakira,Solomon Islands,-10.4497,161.898,0,11,U
AGGL,SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,-10.7203,165.795,18,11,U
AGGM,MUA,Munda Airport,,Solomon Islands,-8.32797,157.263,10,11,U
AGGN,GZO,Nusatupe Airport,Gizo,Solomon Islands,-8.09778,156.864,13,11,U
AGGO,MNY,Mono Airport,Stirling Island,Solomon Islands,-7.41694,155.565,0,10,U
AGGR,RNL,Rennell/Tingoa Airport,Rennell Island,Solomon Islands,-11.5339,160.063,0,11,U
AGGS,EGM,Sege Airport,Sege,Solomon Islands,-8.57889,157.876,0,11,U
AGGT,NNB,Santa Ana Airport,Santa Ana,Solomon Islands,-10.848056,162.454167,6,11,U
AGGU,RUS,Marau Airport,Marau,Solomon Islands,-9.86167,160.825,0,11,U
AGGV,VAO,Suavanao Airport,Suavanao,Solomon Islands,-7.58556,158.731,0,11,U
AGGY,XYA,Yandina Airport,Yandina,Solomon Islands,-9.086111,159.218889,6,11,U
AGKG,KGE,Kagau Island Airport,Kagau Island,Solomon Islands,-7.333,157.583,0,11,U
AGRC,RIN,Ringi Cove Airport,Ringi Cove,Solomon Islands,-8.12639,157.143,0,11,U
AGRM,RBV,Ramata Airport,Ramata,Solomon Islands,-8.16806,157.643,0,11,U
ALX_,ALX,Alexandria,Alexandria,United States,38.806346,-77.0621,1,-5,A
ANYN,INU,Nauru Intl,Nauru,Nauru,-0.547458,166.9191,22,12,U
AUGS,AUB,Augsburg HBF,Augsburg,Germany,48.3655,10.886,1200,2,E
AYBK,BUA,Buka Airport,Buka Island,Papua New Guinea,-5.42232,154.673,11,10,U
AYCH,CMU,Chimbu Airport,Kundiawa,Papua New Guinea,-6.02429,144.971,4974,10,U
AYDU,DAU,Daru Airport,,Papua New Guinea,-9.08676,143.208,20,10,U
AYGA,GKA,Goroka,Goroka,Papua New Guinea,-6.081689,145.391881,5282,10,U
AYGN,GUR,Gurney Airport,,Papua New Guinea,-10.3115,150.334,88,10,U
AYGR,PNP,Girua Airport,,Papua New Guinea,-8.80454,148.309,311,10,U
AYHK,HKN,Kimbe Airport,Hoskins,Papua New Guinea,-5.46217,150.405,66,10,U
AYKI,UNG,Kiunga Airport,Kiunga,Papua New Guinea,-6.12571,141.282,88,10,U
AYKK,KRI,Kikori Airport,Kikori,Papua New Guinea,-7.42438,144.25,50,10,U
AYKM,KMA,Kerema Airport,,Papua New Guinea,-7.96361,145.771,10,10,U
AYKV,KVG,Kavieng Airport,,Papua New Guinea,-2.5794,150.808,7,10,U
AYMD,MAG,Madang,Madang,Papua New Guinea,-5.207083,145.7887,20,10,U
AYMH,HGU,Mount Hagen,Mount Hagen,Papua New Guinea,-5.826789,144.295861,5388,10,U
AYMN,MDU,Mendi Airport,,Papua New Guinea,-6.14774,143.657,5680,10,U
AYMO,MAS,Momote Airport,,Papua New Guinea,-2.06189,147.424,12,10,U
AYMR,MXH,Moro Airport,Moro,Papua New Guinea,-6.36333,143.238,2740,10,U
AYMS,MIS,Misima Island Airport,Misima Island,Papua New Guinea,-10.6892,152.838,26,10,U
AYNZ,LAE,Nadzab,Nadzab,Papua New Guinea,-6.569828,146.726242,239,10,U
AYPY,POM,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea,-9.443383,147.22005,146,10,U
AYTA,TIZ,Tari Airport,Tari,Papua New Guinea,-5.845,142.948,5500,10,U
AYTB,TBG,Tabubil Airport,Tabubil,Papua New Guinea,-5.27861,141.226,1570,10,U
AYTK,RAB,Tokua Airport,,Papua New Guinea,-4.34046,152.38,32,10,U
AYVN,VAI,Vanimo Airport,,Papua New Guinea,-2.69717,141.302,10,10,U
AYWD,WBM,Wapenamanda Airport,,Papua New Guinea,-5.6433,143.895,5889,10,U
AYWK,WWK,Wewak Intl,Wewak,Papua New Guinea,-3.583828,143.669186,19,10,U
BAMB,BAM,Bamberg BF,Bamberg,Germany,49.911,10.9,800,1,E
BGAM,AGM,Tasiilaq,Angmagssalik,Greenland,65.612222,-37.618333,24,-2,U
BGAP,LLU,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,60.4644,-45.5778,89,-3,E
BGBW,UAK,Narsarsuaq,Narssarssuaq,Greenland,61.160517,-45.425978,112,-3,E
BGCH,JCH,Qasigiannguit,Qasigiannguit,Greenland,68.833336,-51,2,-3,E
BGCO,CNP,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,70.7433,-22.6606,45,-1,E
BGEM,JEG,Aasiaat,Aasiaat,Greenland,68.7,-52.75,2,-3,E
BGFH,JFR,Paamiut Heliport,Paamiut,Greenland,61.9922,-49.6625,0,-3,E
BGGH,GOH,Nuuk,Godthaab,Greenland,64.190922,-51.678064,283,-3,E
BGGN,JGO,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,69.2511,-53.5381,0,-3,E
BGJH,JJU,Qaqortoq Heliport,,Greenland,60.7158,-46.0294,0,-3,E
BGJN,JAV,Ilulissat,Ilulissat,Greenland,69.23444,-51.05111,2,-3,E
BGMQ,JSU,Maniitsoq Airport,Maniitsoq,Greenland,65.4125,-52.9394,91,-3,E
BGNN,JNN,Nanortalik Heliport,Nanortalik,Greenland,60.14,-45.2317,0,-3,E
BGNS,JNS,Narsaq Heliport,Narsaq,Greenland,60.9167,-46.0586,0,-3,E
BGQQ,NAQ,Qaanaaq Airport,Qaanaaq,Greenland,77.4886,-69.3887,51,-4,E
BGSC,OBY,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,70.485278,-21.966667,238,0,U
BGSF,SFJ,Sondre Stromfjord,Sondrestrom,Greenland,67.016969,-50.689325,165,-3,E
BGSS,JHS,Sisimiut Airport,Sisimiut,Greenland,66.9513,-53.7293,33,-3,E
BGTL,THU,Thule Air Base,Thule,Greenland,76.531203,-68.703161,251,-4,E
BGUK,JUV,Upernavik Airport,Upernavik,Greenland,72.7902,-56.1306,414,-4,E
BGUQ,JQA,Qaarsut Airport,Uummannaq,Greenland,70.7342,-52.6962,289,-3,E
BIAR,AEY,Akureyri,Akureyri,Iceland,65.659994,-18.072703,6,0,N
BIBD,BIU,Bildudalur Airport,Bildudalur,Iceland,65.641389,-23.546111,26,0,N
BIEG,EGS,Egilsstadir,Egilsstadir,Iceland,65.283333,-14.401389,76,0,N
BIES,BIE,Biessenhofen BF,Biessenhofen,Germany,47.851,10.634,1200,2,E
BIGJ,GJR,Gjogur Airport,Gjogur,Iceland,65.995278,-21.326944,98,0,N
BIGR,GRY,Grímsey Airport,Grímsey,Iceland,66.5547,-18.0175,66,0,N
BIHN,HFN,Hornafjordur,Hofn,Iceland,64.295556,-15.227222,24,0,N
BIHU,HZK,Husavik,Husavik,Iceland,65.952328,-17.425978,48,0,N
BIIS,IFJ,Isafjordur,Isafjordur,Iceland,66.058056,-23.135278,8,0,N
BIKF,KEF,Keflavik International Airport,Keflavik,Iceland,63.985,-22.605556,171,0,N
BIKR,SAK,Saudarkrokur,Saudarkrokur,Iceland,65.731667,-19.572778,8,0,N
BIPA,PFJ,Patreksfjordur,Patreksfjordur,Iceland,65.555833,-23.965,11,0,N
BIRK,RKV,Reykjavik,Reykjavik,Iceland,64.13,-21.940556,48,0,N
BIRL,MVA,Reykjahlid Airport,Myvatn,Iceland,65.6558,-16.9181,1030,0,N
BISI,SIJ,Siglufjordur,Siglufjordur,Iceland,66.133333,-18.916667,10,0,N
BITN,THO,Thorshofn Airport,Thorshofn,Iceland,66.2185,-15.3356,65,0,N
BIVM,VEY,Vestmannaeyjar,Vestmannaeyjar,Iceland,63.424303,-20.278875,326,0,N
BIVO,VPN,Vopnafjörður Airport,Vopnafjörður,Iceland,65.7206,-14.8506,0,0,N
BKX,BKX,Brookings Regional Airport,Brookings,United States,44.3048,-96.8169,1648,-6,A
BLF,BLF,Mercer County Airport,Bluefield,United States,37.2958,-81.2077,2857,-5,A
BOCH,BOX,Bochum HBF,Bochum,Germany,51.478506,7.2222,1000,3,E
BUCH,BUH,Buchloe BF,Buchloe,Germany,48.0411,10.715,1200,2,E
CAC8,ZNA,Nanaimo Harbour Water Airport,Nanaimo,Canada,49.183333,-123.95,0,-8,A
CAD4,YZZ,Trail Airport,Trail,Canada,49.055556,-117.609167,1427,-8,A
CAE5,YWS,Whistler/Green Lake Water Aerodrome,Whistler,Canada,50.1436,-122.949,2100,-8,A
CAJ4,YAA,Anahim Lake Airport,Anahim Lake,Canada,52.4525,-125.303,3635,-8,A
CAQ3,CXH,Vancouver Coal Harbour,Vancouver,Canada,49.289722,-123.115833,0,-8,A
CCA6,YWM,Williams Harbour Airport,Williams Harbour,Canada,52.5669,-55.7847,70,-4,A
CCD4,YSO,Postville Airport,Postville,Canada,54.910278,-59.785278,223,-4,A
CCE4,YBI,Black Tickle Airport,Black Tickle,Canada,53.47,-55.7875,57,-4,A
CCK4,YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,52.3728,-55.6739,74,-4,A
CCP4,YHA,Port Hope Simpson Airport,Port Hope Simpson,Canada,52.5281,-56.2861,347,-4,A
CCZ2,YRG,Rigolet Airport,Rigolet,Canada,54.1797,-58.4575,180,-4,A
CEB3,YCK,Colville Lake Airport,Colville Lake,Canada,67.0333,-126.083,850,-7,A
CEM3,YLE,Whatì Airport,Whatì,Canada,63.1317,-117.246,882,-7,A
CJV7,SUR,Summer Beaver Airport,Summer Beaver,Canada,52.7086,-88.5419,832,-5,A
CJX7,YAB,Arctic Bay Airport,Arctic Bay,Canada,73.006389,-85.047222,72,-5,A
CKB6,YAX,Wapekeka Airport,Angling Lake,Canada,53.8492,-89.5794,712,-5,A
CKL3,WNN,Wunnumin Lake Airport,Wunnumin Lake,Canada,52.8939,-89.2892,819,-5,A
CKQ3,YNO,North Spirit Lake Airport,North Spirit Lake,Canada,52.49,-92.9711,1082,-6,A
CNE3,XBE,Bearskin Lake Airport,Bearskin Lake,Canada,53.9656,-91.0272,800,-6,A
CNM5,KIF,Kingfisher Lake Airport,Kingfisher Lake,Canada,53.0125,-89.8553,866,-5,A
CNT3,YOG,Ogoki Post Airport,Ogoki Post,Canada,51.6586,-85.9017,594,-5,A
CPV7,YHP,Poplar Hill Airport,Poplar Hill,Canada,52.1133,-94.2556,1095,-6,A
CPV8,KEW,Keewaywin,Keewaywin,Canada,52.991111,-92.836389,988,-5,A
CSU2,YKU,Chisasibi Airport,Chisasibi,Canada,53.8056,-78.9169,43,-5,A
CTB6,ZTB,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,50.6744,-59.3836,107,-4,A
CTK6,ZKG,Kegaska Airport,Kegaska,Canada,50.195833,-61.265833,32,-4,A
CTU5,ZLT,La Tabatière Airport,La Tabatière,Canada,50.8308,-58.9756,102,-4,A
CYAC,YAC,Cat Lake Airport,Cat Lake,Canada,51.7272,-91.8244,1344,-6,A
CYAG,YAG,Fort Frances Municipal Airport,Fort Frances,Canada,48.6542,-93.4397,1125,-6,A
CYAM,YAM,Sault Ste Marie,Sault Sainte Marie,Canada,46.485001,-84.509445,630,-5,A
CYAQ,XKS,Kasabonika Airport,Kasabonika,Canada,53.5247,-88.6428,672,-5,A
CYAS,YKG,Kangirsuk Airport,Kangirsuk,Canada,60.0272,-69.9992,403,-5,A
CYAT,YAT,Attawapiskat Airport,Attawapiskat,Canada,52.9275,-82.4319,31,-5,A
CYAV,YAV,Winnipeg St Andrews,Winnipeg,Canada,50.056389,-97.0325,760,-6,A
CYAW,YAW,Shearwater,Halifax,Canada,44.639721,-63.499444,167,-4,A
CYAY,YAY,St Anthony,St. Anthony,Canada,51.391944,-56.083056,108,-4,A
CYAZ,YAZ,Tofino,Tofino,Canada,49.082222,-125.7725,80,-8,A
CYBB,YBB,Kugaaruk,Pelly Bay,Canada,68.534444,-89.808056,56,-6,A
CYBC,YBC,Baie Comeau,Baie Comeau,Canada,49.1325,-68.204444,71,-5,A
CYBD,QBC,Bella Coola Airport,Bella Coola,Canada,52.3875,-126.596,117,-8,A
CYBE,YBE,Uranium City Airport,Uranium City,Canada,59.5614,-108.481,1044,-6,N
CYBF,YBY,Bonnyville Airport,Bonnyville,Canada,54.304722,-110.741111,1839,-7,A
CYBG,YBG,Bagotville,Bagotville,Canada,48.330555,-70.996391,522,-5,A
CYBK,YBK,Baker Lake,Baker Lake,Canada,64.298889,-96.077778,59,-6,A
CYBL,YBL,Campbell River,Campbell River,Canada,49.950832,-125.270833,346,-8,A
CYBQ,XTL,Tadoule Lake Airport,Tadoule Lake,Canada,58.706111,-98.512222,923,-7,A
CYBR,YBR,Brandon Muni,Brandon,Canada,49.91,-99.951944,1343,-6,A
CYBT,YBT,Brochet Airport,Brochet,Canada,57.889444,-101.679167,1131,-7,A
CYBV,YBV,Berens River,Berens River,Canada,52.358889,-97.018333,728,-6,A
CYBW,YBW,Calgary Springbank Airport,Calgary,Canada,51.1031,-114.374,3939,-7,A
CYBX,YBX,Lourdes De Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,51.4436,-57.1853,121,-4,A
CYCA,YRF,Cartwright Airport,Cartwright,Canada,53.6828,-57.0419,40,-4,A
CYCB,YCB,Cambridge Bay,Cambridge Bay,Canada,69.108055,-105.138333,90,-7,A
CYCC,YCC,Cornwall Regional Airport,Cornwall,Canada,45.092778,-74.567778,175,-5,A
CYCD,YCD,Nanaimo,Nanaimo,Canada,49.052333,-123.870167,93,-8,A
CYCG,YCG,Castlegar,Castlegar,Canada,49.296389,-117.6325,1624,-8,A
CYCH,YCH,Miramichi,Chatham,Canada,47.007778,-65.449167,108,-4,A
CYCL,YCL,Charlo,Charlo,Canada,47.990833,-66.330278,132,-4,A
CYCO,YCO,Kugluktuk,Coppermine,Canada,67.816667,-115.143889,74,-7,A
CYCR,YCR,Cross Lake - Charlie Sinclair Memorial Airport,Cross Lake,Canada,54.610833,-97.760278,707,-7,A
CYCS,YCS,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,63.3469,-90.7311,32,-6,A
CYCT,YCT,Coronation,Coronation,Canada,52.075001,-111.445278,2595,-7,A
CYCW,YCW,Chilliwack,Chilliwack,Canada,49.152779,-121.93889,32,-8,A
CYCY,YCY,Clyde River,Clyde River,Canada,70.486111,-68.516667,87,-5,A
CYCZ,YZS,Fairmont Hot Springs,Coral Harbour,Canada,64.193333,-83.359444,2661,-7,A
CYDA,YDA,Dawson City,Dawson,Canada,64.043056,-139.127778,1215,-8,A
CYDB,YDB,Burwash,Burwash,Canada,61.371111,-139.040556,2647,-8,A
CYDC,YDC,Princeton,Princeton,Canada,49.468056,-120.511389,2298,-8,A
CYDF,YDF,Deer Lake,Deer Lake,Canada,49.210833,-57.391388,72,-4,A
CYDL,YDL,Dease Lake,Dease Lake,Canada,58.422222,-130.032222,2600,-8,A
CYDN,YDN,Dauphin Barker,Dauphin,Canada,51.100834,-100.0525,999,-6,A
CYDP,YDP,Nain Airport,Nain,Canada,56.5492,-61.6803,22,-4,A
CYDQ,YDQ,Dawson Creek,Dawson Creek,Canada,55.742333,-120.183,2148,-7,A
CYEG,YEG,Edmonton Intl,Edmonton,Canada,53.309723,-113.579722,2373,-7,A
CYEK,YEK,Arviat,Eskimo Point,Canada,61.094166,-94.070833,32,-6,A
CYEM,YEM,Manitoulin East,Manitowaning,Canada,45.8425,-81.8575,869,-5,A
CYEN,YEN,Estevan,Estevan,Canada,49.210278,-102.965833,1905,-6,N
CYER,YER,Fort Severn Airport,Fort Severn,Canada,56.0189,-87.6761,48,-5,A
CYET,YET,Edson,Edson,Canada,53.578888,-116.465,3041,-7,A
CYEU,YEU,Eureka,Eureka,Canada,79.994722,-85.814167,256,-6,A
CYEV,YEV,Inuvik Mike Zubko,Inuvik,Canada,68.304167,-133.482778,224,-7,A
CYFA,YFA,Fort Albany Airport,Fort Albany,Canada,52.2014,-81.6969,48,-5,A
CYFB,YFB,Iqaluit,Iqaluit,Canada,63.75639,-68.555832,110,-5,A
CYFC,YFC,Fredericton,Fredericton,Canada,45.868889,-66.537222,68,-4,A
CYFD,YFD,Brantford,Brantford,Canada,43.131389,-80.3425,815,-5,A
CYFH,YFH,Fort Hope Airport,Fort Hope,Canada,51.5619,-87.9078,899,-5,A
CYFJ,YTM,Riviere Rouge - Mont-Tremblant International Inc. Airport,Mont-Tremblant,Canada,46.409444,-74.78,827,-5,A
CYFO,YFO,Flin Flon,Flin Flon,Canada,54.678055,-101.681667,997,-6,A
CYFR,YFR,Fort Resolution,Fort Resolution,Canada,61.180832,-113.689722,526,-7,A
CYFS,YFS,Fort Simpson,Fort Simpson,Canada,61.760153,-121.236525,555,-7,A
CYFT,YMN,Makkovik Airport,Makkovik,Canada,55.0769,-59.1864,234,-4,A
CYGB,YGB,Texada Gillies Bay Airport,Texada,Canada,49.6942,-124.518,326,-8,A
CYGE,YGE,Golden Airport,Golden,Canada,51.2992,-116.982,2575,-7,A
CYGH,YGH,Fort Good Hope,Fort Good Hope,Canada,66.26666667,-128.65,215,-7,A
CYGK,YGK,Kingston,Kingston,Canada,44.225277,-76.596944,305,-5,A
CYGL,YGL,La Grande Riviere,La Grande Riviere,Canada,53.625278,-77.704167,639,-5,A
CYGO,YGO,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,54.5589,-94.4914,617,-6,A
CYGP,YGP,Gaspe,Gaspe,Canada,48.775278,-64.478611,108,-5,A
CYGQ,YGQ,Geraldton Greenstone Regional,Geraldton,Canada,49.778332,-86.939445,1144,-5,A
CYGR,YGR,Iles De La Madeleine,Iles De La Madeleine,Canada,47.424721,-61.778056,35,-4,A
CYGT,YGT,Igloolik Airport,Igloolik,Canada,69.3647,-81.8161,174,-5,A
CYGV,YGV,Havre Saint-Pierre Airport,Havre-Saint-Pierre,Canada,50.281944,-63.611389,124,-4,A
CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,Canada,55.2819,-77.7653,34,-5,A
CYGX,YGX,Gillam Airport,Gillam,Canada,56.3575,-94.7106,476,-6,A
CYGZ,YGZ,Grise Fiord Airport,Grise Fiord,Canada,76.4261,-82.9092,146,-5,A
CYHA,YQC,Quaqtaq Airport,Quaqtaq,Canada,61.0464,-69.6178,103,-5,A
CYHB,YHB,Hudson Bay,Hudson Bay,Canada,52.816666,-102.31139,1175,-6,N
CYHC,YHC,Vancouver Harbour Water Airport,,Canada,49.2944,-123.111,0,-8,A
CYHD,YHD,Dryden Rgnl,Dryden,Canada,49.831667,-92.744167,1354,-6,A
CYHF,YHF,Rene Fontaine,Hearst,Canada,49.713889,-83.686944,826,-5,A
CYHH,YNS,Nemiscau Airport,Nemiscau,Canada,51.6911,-76.1356,802,-5,A
CYHI,YHI,Ulukhaktok Holman,Holman Island,Canada,70.762778,-117.806111,117,-7,A
CYHK,YHK,Gjoa Haven,Gjoa Haven,Canada,68.635556,-95.849722,152,-6,A
CYHM,YHM,Hamilton,Hamilton,Canada,43.173611,-79.935,780,-5,A
CYHN,YHN,Hornepayne,Hornepayne,Canada,49.193056,-84.758889,1099,-5,A
CYHO,YHO,Hopedale Airport,Hopedale,Canada,55.4483,-60.2286,39,-4,A
CYHR,YHR,Chevery Airport,Chevery,Canada,50.4689,-59.6367,39,-4,A
CYHU,YHU,St Hubert,Montreal,Canada,45.5175,-73.416944,90,-5,A
CYHY,YHY,Hay River,Hay River,Canada,60.839722,-115.782778,543,-7,A
CYHZ,YHZ,Halifax Intl,Halifax,Canada,44.880833,-63.50861,477,-4,A
CYIB,YIB,Atikokan Muni,Atikokan,Canada,48.773888,-91.638611,1408,-6,A
CYIF,YIF,St Augustin Airport,St-Augustin,Canada,51.2117,-58.6583,20,-4,A
CYIK,YIK,Ivujivik Airport,Ivujivik,Canada,62.4173,-77.9253,126,-5,A
CYIO,YIO,Pond Inlet,Pond Inlet,Canada,72.683334,-77.966667,181,-5,A
CYIV,YIV,Island Lake Airport,Island Lake,Canada,53.8572,-94.6536,770,-6,A
CYJM,YJM,Fort St. James - Perison Airport,Fort St. James,Canada,54.397222,-124.262778,2364,-8,A
CYJN,YJN,St Jean,St. Jean,Canada,45.294445,-73.281111,136,-5,A
CYJQ,ZEL,Bella Bella Airport,Bella Bella,Canada,52.139722,-128.063611,162,-8,A
CYJT,YJT,Stephenville,Stephenville,Canada,48.544167,-58.549999,80,-4,A
CYKA,YKA,Kamloops,Kamloops,Canada,50.702222,-120.444444,1133,-8,A
CYKD,LAK,Aklavik,Aklavik,Canada,68.223333,-135.005833,23,-7,A
CYKF,YKF,Waterloo,Waterloo,Canada,43.460833,-80.378611,1054,-5,A
CYKG,YWB,Kangiqsujuaq - Wakeham Bay Airport,Kangiqsujuaq,Canada,61.588611,-71.929444,501,-6,A
CYKL,YKL,Schefferville,Schefferville,Canada,54.805278,-66.805278,1709,-4,A
CYKO,AKV,Akulivik Airport,Akulivik,Canada,60.8186,-78.1486,75,-5,A
CYKQ,YKQ,Waskaganish Airport,Waskaganish,Canada,51.4733,-78.7583,80,-5,A
CYKX,YKX,Kirkland Lake,Kirkland Lake,Canada,48.210278,-79.981389,1157,-5,A
CYKY,YKY,Kindersley,Kindersley,Canada,51.5175,-109.180833,2277,-6,N
CYKZ,YKZ,Buttonville Muni,Toronto,Canada,43.862221,-79.37,650,-5,A
CYLA,YPJ,Aupaluk Airport,Aupaluk,Canada,59.2967,-69.5997,119,-5,A
CYLC,YLC,Kimmirut Airport,Kimmirut,Canada,62.85,-69.8833,175,-5,A
CYLD,YLD,Chapleau,Chapleau,Canada,47.82,-83.346667,1470,-5,A
CYLH,YLH,Lansdowne House Airport,Lansdowne House,Canada,52.1956,-87.9342,834,-5,A
CYLJ,YLJ,Meadow Lake,Meadow Lake,Canada,54.125278,-108.522778,1576,-6,N
CYLK,YSG,Lutselk'e Airport,Lutselk'e,Canada,62.4183,-110.682,596,-7,A
CYLL,YLL,Lloydminster,Lloydminster,Canada,53.309166,-110.0725,2193,-6,A
CYLT,YLT,Alert,Alert,Canada,82.517778,-62.280556,100,-5,A
CYLU,XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,58.7114,-65.9928,215,-5,A
CYLW,YLW,Kelowna,Kelowna,Canada,49.956112,-119.377778,1409,-8,A
CYMA,YMA,Mayo,Mayo,Canada,63.616389,-135.868333,1653,-8,A
CYMG,YMG,Manitouwadge,Manitouwadge,Canada,49.083889,-85.860556,1198,-5,A
CYMH,YMH,Mary's Harbour Airport,Mary's Harbour,Canada,52.3028,-55.8472,38,-4,A
CYMJ,YMJ,Moose Jaw Air Vice Marshal C M Mcewen,Moose Jaw,Canada,50.330278,-105.559167,1892,-6,N
CYMM,YMM,Fort Mcmurray,Fort Mcmurray,Canada,56.653333,-111.221944,1211,-7,A
CYMO,YMO,Moosonee,Moosonee,Canada,51.291111,-80.607778,30,-5,A
CYMT,YMT,Chapais Airport,Chibougamau,Canada,49.7719,-74.5281,1270,-5,A
CYMU,YUD,Umiujaq Airport,Umiujaq,Canada,56.5361,-76.5183,250,-5,A
CYMW,YMW,Maniwaki,Maniwaki,Canada,46.272778,-75.990556,656,-5,A
CYMX,YMX,Montreal Intl Mirabel,Montreal,Canada,45.681944,-74.005278,270,-5,A
CYNA,YNA,Natashquan,Natashquan,Canada,50.19,-61.789167,39,-4,A
CYNC,YNC,Wemindji Airport,Wemindji,Canada,53.0106,-78.8311,66,-5,A
CYND,YND,Gatineau,Gatineau,Canada,45.521694,-75.563589,211,-5,A
CYNE,YNE,Norway House Airport,Norway House,Canada,53.9583,-97.8442,734,-6,A
CYNL,YNL,Points North Landing Airport,Points North Landing,Canada,58.2767,-104.082,1605,-6,N
CYNM,YNM,Matagami,Matagami,Canada,49.761667,-77.802778,918,-5,A
CYOA,YOA,Ekati,Ekati,Canada,64.698889,-110.614722,1540,-7,A
CYOC,YOC,Old Crow,Old Crow,Canada,67.570556,-139.839167,824,-8,A
CYOD,YOD,Cold Lake,Cold Lake,Canada,54.404999,-110.279444,1775,-7,A
CYOH,YOH,Oxford House Airport,Oxford House,Canada,54.9333,-95.2789,663,-6,A
CYOJ,YOJ,High Level,High Level,Canada,58.621389,-117.164722,1110,-7,A
CYOO,YOO,Oshawa Airport,Oshawa,Canada,43.9228,-78.895,459,-5,A
CYOP,YOP,Rainbow Lake Airport,Rainbow Lake,Canada,58.491389,-119.407778,1756,-7,A
CYOW,YOW,Ottawa Macdonald Cartier Intl,Ottawa,Canada,45.3225,-75.669167,374,-5,A
CYPA,YPA,Prince Albert Glass Field,Prince Albert,Canada,53.214167,-105.672778,1405,-6,N
CYPC,YPC,Paulatuk,Paulatuk,Canada,62.35,-124.3333,50,-7,A
CYPE,YPE,Peace River,Peace River,Canada,56.226944,-117.447222,1873,-7,A
CYPG,YPG,Southport,Portage-la-prairie,Canada,49.903056,-98.273889,885,-6,A
CYPH,YPH,Inukjuak Airport,Inukjuak,Canada,58.4719,-78.0769,83,-5,A
CYPI,YPI,Seaplane Base,Port Simpson,Canada,54.566667,-130.433333,0,-8,A
CYPL,YPL,Pickle Lake,Pickle Lake,Canada,51.446388,-90.214167,1267,-6,A
CYPM,YPM,Pikangikum Airport,Pikangikum,Canada,51.8197,-93.9733,1114,-6,A
CYPN,YPN,Port Menier,Port Menier,Canada,49.836389,-64.288611,167,-5,A
CYPO,YPO,Peawanuck Airport,Peawanuck,Canada,54.9881,-85.4433,173,-5,A
CYPQ,YPQ,Peterborough,Peterborough,Canada,44.23,-78.363333,628,-5,A
CYPR,YPR,Prince Rupert,Prince Pupert,Canada,54.28611,-130.444722,116,-8,A
CYPW,YPW,Powell River Airport,Powell River,Canada,49.8342,-124.5,425,-8,A
CYPX,YPX,Puvirnituq Airport,Puvirnituq,Canada,60.0506,-77.2869,74,-5,A
CYPY,YPY,Fort Chipewyan,Fort Chipewyan,Canada,58.767223,-111.117222,761,-7,A
CYQA,YQA,Muskoka,Muskoka,Canada,44.974722,-79.303333,925,-5,A
CYQB,YQB,Quebec Jean Lesage Intl,Quebec,Canada,46.791111,-71.393333,244,-5,A
CYQD,YQD,The Pas Airport,The Pas,Canada,53.9714,-101.091,887,-6,A
CYQF,YQF,Red Deer Regional,Red Deer Industrial,Canada,52.182222,-113.894444,2968,-7,A
CYQG,YQG,Windsor,Windsor,Canada,42.275556,-82.955556,622,-5,A
